,playlist_name,track_name,danceability
1135,Party,Traffic - Tiësto Edit,Dance around a bit
1136,Party,Get Loose - Tiesto Remix,Dance around a bit
1137,Party,Calabria 2008,Dance like nobody's watching
1138,Party,The End - Original Mix,Dance like nobody's watching
1139,Party,Raveology - Original,Dance around a bit
1140,Party,Summer,Dance around a bit
1141,Party,Opposite Of Adults,Dance around a bit
1142,Party,Last Friday Night (T.G.I.F.),Dance around a bit
1143,Party,SexyBack,Dance like nobody's watching
1144,Party,Drop It Low,Dance around a bit
1145,Party,One More Time,Dance around a bit
1146,Party,Yeah!,Dance like nobody's watching
1147,Party,Get Lucky,Dance like nobody's watching
1148,Party,Dark Horse,Dance around a bit
1149,Party,This Is How We Do,Dance around a bit
1150,Party,Firework,Dance around a bit
1151,Party,Rage the Night Away,Dance around a bit
1152,Party,Techno - feat. Wacka Flocka Flame,Dance around a bit
1153,Party,Electric Feel,Dance like nobody's watching
1154,Party,Loyal,Dance like nobody's watching
1155,Party,Bugatti,Dance around a bit
1156,Party,Bend Ova,Dance like nobody's watching
1157,Party,We Dem Boyz,Dance like nobody's watching
1158,Party,Ass Drop,Dance like nobody's watching
1159,Party,Doe-Active,Dance like nobody's watching
1160,Party,Act My Age,Dance around a bit
1161,Party,I Don't Fuck With You,Dance like nobody's watching
1162,Party,V. 3005,No Dancing Here
1163,Party,IV. sweatpants,Dance around a bit
1164,Party,GDFR (feat. Sage The Gemini & Lookas),Dance around a bit
1165,Party,Hide (Tropkillaz Remix) [feat. Childish Gambino & Aynzli Jones],Dance around a bit
1166,Party,Man Of The Year,Dance like nobody's watching
1167,Party,Get Low,Dance around a bit
1168,Party,Ignition - Remix,Dance like nobody's watching
1169,Party,Talk Dirty (feat. 2 Chainz),Dance like nobody's watching
1170,Party,All Night Longer REMIX,Dance like nobody's watching
1171,Party,TKO - Black Friday Remix,Dance around a bit
1172,Party,Lady Killers (feat. Hoodie Allen),No Dancing Here
1173,Party,Loaded (Bonus Track) [feat. DJ Carnage],Dance like nobody's watching
1174,Party,Die Young,Dance like nobody's watching
1175,Party,Danza Kuduro,No Dancing Here
1176,Party,Stronger,Dance around a bit
1177,Party,Vava Voom,Dance around a bit
1178,Party,Dance (A$$) Remix,Dance like nobody's watching
1179,Party,Loud,Dance around a bit
1180,Party,Goosebumpz - Bonus,Dance around a bit
1181,Party,Gees,Dance around a bit
1182,Party,Up All Night,No Dancing Here
1183,Party,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Dance like nobody's watching
1184,Party,And We Danced (feat. Ziggy Stardust),Dance like nobody's watching
1185,Party,Tubthumping,Dance around a bit
1186,Party,All You,Dance like nobody's watching
1187,Party,Swimming Pools (Drank),Dance around a bit
1188,Party,Not For Long (feat. Trey Songz),Dance like nobody's watching
1189,Party,She Knows,Dance like nobody's watching
1190,Party,No Interruption,No Dancing Here
1191,Party,Shutterbugg,Dance around a bit
1192,Party,Wobble,Dance like nobody's watching
1193,Party,Shower,Dance around a bit
1194,Party,Boneless,Dance like nobody's watching
1195,Party,Slow Down,Dance like nobody's watching
1196,Party,Me OK,Dance like nobody's watching
1197,Party,Teenage Dream,Dance like nobody's watching
1198,Party,California Gurls - feat. Snoop Dogg,Dance like nobody's watching
